REPO NAME,RBAC FLAG,NETWORK POLICY FLAG,NETWORK EGRESS FLAG,DEFAULT NAMESPACE,HTTP WITHOUT TLS,MISSING SECURITY CONTEXT,PRIVILEGE ESCALATION,USPECIFIED PRIVILEGE ESCALATION,ROOT PRIVILEGE,NO ROLLING UPDATE,USERNAME,PASSWORD,KEY
kedge,False,True,True,0,0,0,0,0,0,0,0,0,0
autonomous-vehicle-data-processing,False,True,True,0,10,0,0,0,0,0,10,10,0
kubernetes-microservice-poc,False,True,True,0,0,0,0,0,0,0,0,0,0
quarkus-ms-k8s,False,True,True,0,1,0,0,0,0,0,0,0,0
microservices-101,True,True,True,1,0,1,0,0,0,2,0,0,0
ticketing-microservices-app,False,True,True,0,4,0,0,0,0,0,0,0,5
spring-microservices-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
udacity-devops-machinelearning,False,True,True,0,0,0,0,0,0,0,0,0,1
snl-kube-health,False,True,True,0,0,0,0,0,0,1,0,0,0
division,False,True,True,9,0,0,0,0,0,0,0,0,0
DevOps-Microservice-Kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
SampleMicroservicesApp,False,True,True,0,0,0,0,0,0,1,0,0,0
GoLang-Microservices-DAPR-Kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
microed-cli,False,False,False,0,0,0,0,0,0,0,0,0,0
udagrammicroservicesproject,False,True,True,0,1,1,0,0,0,2,0,0,15
SendSms-Microservice-POC,False,False,False,0,0,0,0,0,0,0,0,0,0
k8s-sample,False,True,True,2,0,0,0,0,0,2,1,1,6
canvote,False,True,True,0,0,0,0,0,0,0,0,0,16
playground,False,True,True,1,4,0,0,0,0,0,0,0,0
gitcontroller,False,True,True,2,11,56,0,2,2,31,4,2,9
kube-microservices-example,False,True,True,0,0,1,0,0,0,1,0,0,0
kubeconfig-microservices,False,True,True,0,0,0,0,0,0,0,0,0,1
helidon-atp-osb-microservice,False,True,True,0,0,0,0,0,0,0,0,0,2
Microservice-Tutorial,False,True,True,0,10,0,0,0,0,0,5,8,0
microservices-events-k8s-kafka-polyglot,False,False,False,0,0,0,0,0,0,0,0,0,0
mobile-app-example,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-cloud-kubernetes,False,True,True,2,0,0,0,0,0,0,0,0,0
kicking-it-with-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
cloudify-kubernetes-plugin,True,True,True,3,1,2,0,4,5,11,34,11,6
Kubernetes-Microservices-with-Docker,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices-demo,False,True,True,0,4,0,0,0,0,0,2,2,0
microservices-nodejs-react,False,False,False,0,0,0,0,0,0,0,0,0,0
k8s02-jh-ms-ist-cip,False,True,True,0,30,0,0,0,0,0,27,27,6
-DevOps-Microservice-Kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
piggymetrics-k8s,False,True,True,0,1,0,0,0,0,0,9,8,2
awsdynamicinfrastructure,False,False,False,0,0,0,0,0,0,0,0,0,0
ConferenceDemo.2018-04_codeeurope-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
fancy_microservice_in_aws,False,True,True,0,1,0,0,0,0,0,0,0,1
fMicroService,False,True,True,0,0,0,0,0,0,3,0,0,0
ECommerce.Microservices,False,True,True,0,0,0,0,0,0,1,0,0,0
welcomer,True,True,True,0,0,0,0,0,0,0,0,0,0
PiggyMetrics-monitoring-service,False,True,True,0,0,0,0,0,0,0,0,0,1
franko-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
vigilant-computing-machine,False,False,False,0,0,0,0,0,0,0,0,0,0
git-tix,False,True,True,0,2,0,0,0,0,0,0,0,3
simpleMS,False,True,True,0,10,0,0,0,0,0,0,0,0
cloud-nd-microservices-1,False,True,True,2,0,0,0,0,0,0,0,0,18
fakealot,False,True,True,0,0,0,0,0,0,0,0,0,6
elixir,False,True,True,0,0,0,0,0,0,0,0,0,0
PiggyMetrics-Kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
Udacity-Cloud-DevOps-Engineer-Nanodegree,False,True,True,0,0,0,0,0,0,0,0,0,0
refarch-cloudnative-kubernetes,False,True,True,0,6,0,0,0,0,3,18,21,6
go-microservice-example,False,False,False,0,0,0,0,0,0,0,0,0,0
full-stack-flask-react-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
tye,False,True,True,1,12,0,0,0,0,19,0,0,10
spring-petclinic-cloud,True,True,True,0,2,0,0,0,0,0,2,3,5
k8straining,False,True,True,0,0,0,0,0,0,1,0,0,0
golang-microservices-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
kube-services,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice_apps_for_workshop,False,True,True,0,0,0,0,0,0,0,0,0,17
kubernetes-spring-boot-with-istio-auth,False,True,True,0,0,0,0,0,0,0,0,0,0
Deploy-Microservice-on-Kubernetes,False,True,True,0,0,0,0,0,0,2,0,0,0
reloto,False,True,True,0,4,0,0,0,0,0,0,0,13
Micronetes,False,True,True,0,0,0,0,0,0,1,0,0,0
hello-world-telephone,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetestutorial,False,True,True,0,2,0,0,0,0,0,0,0,0
customer-orders-product,False,True,True,0,3,0,0,0,0,5,0,0,5
serverless-on-kubernetes,False,True,True,0,2,0,0,0,0,0,0,0,0
bank-account-management,False,True,True,0,2,0,0,0,0,0,0,0,0
micro-trace,False,False,False,0,0,0,0,0,0,0,0,0,0
terraform-aks-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
NAGP-MicroservicesAdvance-GKE-,False,True,True,5,5,0,0,0,0,2,0,0,9
Kubernetes-tutorial-for-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
maikai,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-blog,False,True,True,0,0,0,0,0,0,0,0,0,0
coolstore-microservices,False,True,True,0,53,0,0,0,0,0,1,0,0
microservices-docker-react,False,False,False,0,0,0,0,0,0,0,0,0,0
micro-web,False,True,True,0,0,0,0,0,0,3,0,0,2
ConferenceCloud,False,False,False,0,0,0,0,0,0,0,0,0,0
event-sourcing-microservices-example,False,True,True,0,1,0,0,0,0,0,3,2,0
Microservices-Tutorial,False,True,True,0,0,0,0,0,0,0,0,0,0
react-k8s-docker-micro,False,True,True,0,0,0,0,0,0,0,0,0,0
micro_services_refactor,False,False,False,0,0,0,0,0,0,0,0,0,0
mu-calc-client,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-microsvc,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-cluster-using-docker,False,True,True,0,0,1,0,0,0,1,0,0,0
mqtt-pub-sub-go,False,True,True,0,2,0,0,0,0,0,0,0,0
kube-microstarter,False,True,True,0,0,0,0,0,0,0,0,0,0
grpc-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
ml-microservices,False,True,True,0,0,0,0,0,0,0,0,0,1
DemoMicroservices,False,True,True,0,0,0,0,0,0,1,0,0,0
MicroServices-Docker-Kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,12
Kubernetes-and-microservices-as-an-easy-way-to-build-scalable-solutions,False,False,False,0,0,0,0,0,0,0,0,0,0
qube-viz,False,True,True,0,0,1,0,0,1,2,0,0,0
BlogSamples.Containers,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices_ticketing,False,True,True,0,4,0,0,0,0,0,0,0,5
microservices-on-kubernetes,True,True,True,0,0,0,0,0,0,1,2,2,4
Containerize-A-Machine-Learning-Microservice-API-K8s,False,True,True,0,0,0,0,0,0,0,0,0,1
example-cpx-vpx-for-kubernetes-2-tier-microservices,True,True,True,0,0,4,0,0,2,4,0,0,0
cloudev-k8s-prj,False,True,True,0,1,0,0,0,0,2,0,0,15
generator-micro-kube,False,True,True,0,0,0,0,0,0,0,0,0,0
quan-vu.github.io,False,True,True,0,0,0,0,0,0,0,0,0,0
Microservices-Intro,False,True,True,0,0,0,0,0,0,0,0,0,0
Machine-Learning-Microservice-API,False,True,True,0,0,0,0,0,0,0,0,0,1
twitter-pi-net,False,False,False,0,0,0,0,0,0,0,0,0,0
Operationalize_Housing-ML_microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
prom-http-proxy,False,True,True,0,0,0,0,0,0,0,0,0,0
KubernetesTest,False,False,False,0,0,0,0,0,0,0,0,0,0
cloud-native-go,False,True,True,0,0,1,0,0,0,0,0,0,0
deploy-microservicesK8s,False,True,True,0,0,0,0,0,1,0,1,0,2
caching-micronaut-microservices-on-kubernetes,True,True,True,0,0,0,0,0,0,1,0,0,0
project4-aws,False,True,True,0,0,0,0,0,0,0,0,0,1
go-grpc-deploy,False,False,False,0,0,0,0,0,0,0,0,0,0
undersatanding-mricroservices,False,True,True,0,0,0,0,0,0,0,0,0,0
k8s-nodejs-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
fleetman,False,True,True,0,0,0,0,0,0,0,0,0,0
RSO,False,True,True,0,0,0,0,0,0,0,0,0,6
udagram-feed,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-cloud-microservices-on-kubernetes,False,True,True,0,1,0,0,0,0,0,0,0,0
molecula,False,True,True,0,0,0,0,0,0,0,0,0,0
ML-Microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
PiggyMetrics-mongodb-service,False,True,True,0,0,0,0,0,0,0,0,0,0
sa-traefik,False,True,True,0,1,0,0,0,0,0,0,0,0
Image-microservice-with-kubernetes,False,True,True,0,1,1,0,0,0,0,0,0,0
udemy-microservices-stephen-grider,False,True,True,0,0,0,0,0,0,0,0,0,0
otcspoc,False,True,True,0,0,0,0,0,0,0,0,0,0
fleetman-gke,False,True,True,0,0,0,0,0,0,0,0,0,0
Cloud_DevOps_Nanodegree_Project4,False,True,True,0,0,0,0,0,0,0,0,0,1
kubernetes-course,False,True,True,0,0,0,0,0,0,0,0,0,0
project-tye,False,True,True,0,0,0,0,0,0,0,0,0,0
sold-out,False,True,True,0,0,0,0,0,0,0,0,0,1
my_kubernetes_gitbook,False,False,False,0,0,0,0,0,0,0,0,0,0
lagom-on-kube,False,True,True,0,1,0,0,0,0,1,0,0,0
KubeServices,False,True,True,0,0,0,0,0,0,0,1,1,0
Productivize.me,False,True,True,0,0,0,0,0,0,0,0,0,0
workshop.k8s,False,True,True,0,0,0,0,0,0,0,0,0,0
mwohae,True,True,True,0,8,0,0,0,0,1,2,0,0
microservices-posts,False,True,True,0,0,0,0,0,0,0,0,0,0
microsvc-test,False,True,True,0,0,0,0,0,0,0,0,0,0
hot-potato-challenge,False,True,True,0,0,0,0,0,0,0,0,0,0
terraform-digitalocean-kubernetes-microservice,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-intro,False,True,True,2,0,0,0,0,0,0,0,0,0
kube-stack,False,True,True,0,0,0,0,0,0,1,0,0,0
sock-microservices-demo,False,True,True,0,0,0,0,0,0,0,0,0,0
symfony-k8s-boilerplate,False,True,True,0,5,2,0,0,2,2,5,4,2
nodejs-microservices-example,False,True,True,0,0,0,0,0,0,0,0,0,0
worklog,False,True,True,0,0,0,0,0,0,0,2,2,0
CRM,False,True,True,0,0,0,0,0,0,0,0,0,0
NewsCrawler,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-backend,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-k8s-cassandra-microservices,True,True,True,0,1,0,0,0,0,0,0,0,4
udacity-cloud-developer-microservices-project,False,True,True,0,0,0,0,0,0,1,0,0,0
microservices-choreography-kubernetes-workshop-june2017,False,True,True,0,0,9,0,0,0,1,0,0,0
kubernetes-crash-course,False,True,True,19,3,0,0,0,0,2,0,0,5
udemy_k8s_deploy_msvcs_2aws,False,True,True,0,1,6,0,0,0,3,0,0,0
kubernetes-hpa,True,True,True,0,0,0,0,0,0,0,0,0,1
odkube,False,True,True,0,0,0,0,0,0,0,0,0,0
workshop-kubernetes-microservices,True,True,True,4,1,2,0,0,0,1,0,0,0
motoguard,False,True,True,0,26,0,0,0,0,0,1,1,0
GSP699,False,True,True,0,0,0,0,0,0,0,0,0,0
jenkins-image,False,True,True,0,1,0,0,0,0,0,0,0,0
vertx-kubernetes-workshop,False,True,True,0,0,0,0,0,0,0,1,1,1
microservices-ticket-app,False,True,True,0,0,0,0,0,0,0,0,0,1
mikrod-labs,False,True,True,0,1,0,0,0,0,0,0,0,0
k8s-skaffold-posts-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
fileSharing-frontend,False,False,False,0,0,0,0,0,0,0,0,0,0
Fullstack-Microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
demoservice,False,True,True,0,0,0,0,0,0,1,0,0,0
cargo-tracking-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-shop,False,True,True,0,10,0,0,0,0,0,0,0,1
mui-test-application2,False,True,True,0,0,0,0,0,0,0,0,0,1
grpc_tutorial,False,False,False,0,0,0,0,0,0,0,0,0,0
K8sAutomation,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-survey-app-demo,False,True,True,1,0,0,0,0,0,0,0,0,0
POJODynamicReconfigurationTool,False,True,True,0,0,1,0,0,0,7,0,0,0
sample-spring-boot-microservice-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
clusterhealthz,False,True,True,0,0,0,0,0,0,0,0,0,0
PartsUnlimitedMRPmicro,False,True,True,0,2,0,0,0,0,0,0,0,0
SpringMongo,False,True,True,0,0,0,0,0,0,0,0,0,0
sample-microservice-docker-container,False,True,True,0,0,0,0,0,0,0,0,0,0
pixgram,False,True,True,0,3,1,0,0,0,4,0,0,15
Microservices_Kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
headr,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-producer-consumer,False,False,False,0,0,0,0,0,0,0,0,0,0
Spotify-Microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
Spring-Boot-with-Kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
importer-demo,False,False,False,0,0,0,0,0,0,0,0,0,0
starchart,False,True,True,0,0,0,0,0,0,0,0,0,0
cloudnative-istio-golang-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
node-microservices-boilerplate,False,False,False,0,0,0,0,0,0,0,0,0,0
Operationalize-A-MachineLearning-Microservice-API,False,True,True,0,0,0,0,0,0,0,0,0,1
redis-replication-kubernetes-microservice,False,True,True,0,0,0,0,0,0,0,0,2,0
prediction-microservice-demo,False,True,True,0,0,0,0,0,0,0,0,0,1
k8s_lab,False,True,True,0,0,0,0,0,0,0,0,0,0
pages-demo,False,True,True,0,0,0,0,0,0,0,1,2,5
minikube_microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
expressjs-k8s,False,True,True,1,0,0,0,0,0,0,0,0,0
silver-octo-fiesta,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice-skafflod,False,True,True,0,0,0,0,0,0,1,0,0,0
K8s-Helm-Microservice-example,True,True,True,0,0,0,0,0,0,0,0,0,0
fleetman-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
deliver,False,True,True,0,0,0,0,0,0,0,0,0,0
gomicrostagram,False,True,True,0,0,0,0,0,0,0,0,0,0
Microservices-Kubernetes,True,True,True,7,4,0,0,0,0,2,0,0,0
ms-kube,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-flask,False,True,True,0,0,0,0,0,0,0,0,0,0
Curated_Cloud_and_Orchestration,False,True,True,0,0,0,0,0,0,0,0,1,1
udproj-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
managed-delivery-k8s-plugin,False,True,True,0,0,0,0,0,0,0,0,0,0
Intro-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
cncfcourse,False,True,True,0,0,1,0,0,0,0,0,0,0
KubernetesHandsOn,True,True,True,3,1,1,0,0,0,0,0,0,0
microservices-with-docker,False,True,True,0,0,0,0,0,0,0,0,0,0
Capstone_Project,False,False,False,0,0,0,0,0,0,0,0,0,0
fabric8-hello,False,True,True,0,0,0,0,0,0,0,0,0,0
colossus,False,True,True,0,0,0,0,0,0,1,0,0,0
istio-handson,False,True,True,1,0,0,0,0,0,0,0,0,2
krkn-microservices-k8s,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices-demo-operator,True,True,True,0,0,0,0,0,0,0,0,0,0
java-on-aks,False,True,True,0,6,0,0,0,0,0,4,4,0
kubernetes-microservices-intro,False,True,True,0,0,2,0,0,0,1,0,0,0
Microservice-Project,False,True,True,0,0,0,0,0,0,0,0,0,1
node-microservice-arcitecture,False,True,True,0,0,0,0,0,0,0,0,0,0
github-proxy-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
odotWorkshops,False,True,True,0,2,2,0,0,0,0,0,0,0
ml-microservice-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
EspressoShop,False,True,True,0,2,0,0,0,0,0,0,0,0
microservices-flask-docker-react-trial,False,True,True,0,0,0,0,0,0,0,0,0,0
pms,False,True,True,22,64,0,0,0,0,0,14,20,4
sample-spring-microservices-new-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,12
kubernetes-node-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
Operationalize-MachineLearning-Microservice-API,False,True,True,0,0,0,0,0,0,0,0,0,1
RabbitMQ-POC,False,True,True,0,0,0,0,0,0,0,0,0,0
docker-udacity,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-native-testbed,True,True,True,0,4,5,0,0,3,13,6,3,114
k8s-istio-handson,False,False,False,0,0,0,0,0,0,0,0,0,0
podinfo,False,True,True,0,0,0,0,0,0,0,2,2,2
booking-app-devops,False,True,True,0,1,0,0,0,0,0,0,0,0
microservices-on-cloud-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
OrderMgmtSysSB2,False,False,False,0,0,0,0,0,0,0,0,0,0
guide-cloud-google,False,True,True,0,0,0,0,0,0,0,0,0,0
